name,sector,size,density,slots,daily_respect,coordinate_x,coordinate_y,alliance,faction,fname,members,rank
TPB,7,2,2,8,38,337,2681.33,JFK,0,,,
TPC,4,3,2,18,79,1455.79,3032.86,NA,27902,SMTH - Concord,95,Platinum
TPD,3,1,2,6,60,3052.33,1232.67,NA,14052,NPO - Serenity,54,Bronze
TPE,5,3,2,19,68,1985.63,637.69,NA,0,,,
TPF,1,4,1,28,66,3008.86,3267.24,NA,0,,,
TPG,1,2,3,6,141,3374.31,3235.74,NA,0,,,
TQB,6,3,2,17,56,766.75,2827.79,NA,9745,Emergency Room,84,Gold
TQC,1,1,2,5,75,2785.67,1897.42,NA,0,,,
TQD,3,3,2,19,90,1895,1289.67,NA,31764,39th Street Warriors,99,Platinum
TQE,6,5,2,29,75,2487.64,535.87,NS,14365,JFK 2.1,100,Diamond
TQF,7,3,1,20,23,41.11,357.67,NA,0,,,
TQG,4,1,2,5,53,1510.88,2548.41,NA,7282,Luscious Dreams,65,Platinum
TRB,6,2,2,8,47,587,3029,NA,14633,SMTH - Hermit Sage,99,Bronze
TRC,1,3,2,12,113,2624.94,1973.61,NA,0,,,
TRD,4,3,2,19,79,4686.67,1304.33,Crypto,0,,,
TRE,5,2,1,7,28,1145.33,1383.52,Westworld,0,,,
TRF,7,3,1,24,23,3055.33,144,Westworld,6924,JFR,92,Unranked
TRG,6,1,2,5,38,627.21,2810.89,NA,0,,,
TSB,6,3,2,23,56,718.33,2395.67,Westworld,0,,,
TSC,1,1,2,5,75,3365.67,2845.33,NA,10507,Ducks of Quacken,62,Platinum
TSD,2,3,2,12,101,3280.33,1344.89,Crypto,0,,,
TSE,6,3,2,14,56,4424.25,366.1,NA,0,,,
TSF,7,3,1,23,23,3571.17,102.08,NA,1117,Ascension,51,Platinum
TSG,4,1,2,6,53,3278.89,993.39,NA,0,,,
TTB,6,3,2,15,56,782,1177.33,NA,0,,,
TTC,1,4,3,28,197,3244.33,2799.8,NS,13784,WarBirds,77,Diamond
TTD,7,4,1,27,26,5883.33,1496.41,NA,16247,Capacity X,60,Platinum
TTE,6,5,2,29,75,5626.91,802.9,NA,0,,,
TTF,6,5,1,30,38,4178.61,407.27,NA,0,,,
TTG,6,3,2,11,56,5523.67,2849.33,NA,0,,,
TUB,7,3,1,21,23,159.59,479.92,NA,49899,Iron Rose Rogue Squadron,22,Bronze
TUD,6,3,2,23,56,5764,1424.12,NA,11539,The Sick Bay,99,Unranked
TUE,5,2,2,9,56,1122,1022,NA,23188,Reign of Confusion,95,Unranked
TUF,6,2,1,10,23,2242.17,350.75,Westworld,0,,,
TUG,6,3,2,19,56,5598.5,2922.83,NA,38761,Shadow Healers,70,Bronze
TVB,6,3,2,20,56,579.32,561.22,NA,10140,In Memory of the Fallen,81,Platinum
TVC,7,4,1,24,26,2145.61,72.44,NA,0,,,
TVD,3,3,2,15,90,1679.33,1455.33,NA,0,,,
TVE,1,2,2,11,94,2525.46,1902.68,NA,12094,Nuclear Fusion,79,Diamond
TVF,7,4,1,29,26,5566.87,196.22,NA,2736,Itsi Bitsi Bikini,94,Platinum
TVG,3,4,2,25,105,4469.19,2555.33,NA,8938,Arcadia,90,Diamond
TWB,7,1,1,6,15,15.83,925.33,NA,0,,,
TWC,7,2,2,8,38,2111.33,159.33,NA,8400,Lingering Insanity,65,Diamond
TWD,3,4,2,24,105,4438,1509,Crypto,0,,,
TWE,2,3,1,14,51,2217.5,2192.04,NA,0,,,
TWF,6,3,1,18,28,2170.1,461.58,Westworld,21234,Underground Nation,80,Platinum
TWG,5,4,2,29,79,5430.67,2715.33,NA,0,,,
TXB,5,2,2,11,56,974.67,3106.94,NA,0,,,
TXC,6,4,1,26,33,2664.28,361.06,NA,14365,JFK 2.1,100,Diamond
TXD,3,3,2,14,90,1917,1525.32,NA,22492,Dystopia,82,Platinum
TXE,4,1,2,6,53,1479.04,2131.94,NA,0,,,
TXF,5,3,1,15,34,1161.72,651.89,NA,0,,,
TXG,3,5,3,30,180,4524.71,2554.17,NA,8938,Arcadia,90,Diamond
TYB,5,2,2,6,56,916.33,2563,NA,39549,Good Guys,50,Gold
TYC,6,3,2,21,56,4494.67,418,NA,0,,,
TYD,3,3,2,20,90,1895.33,1598,NA,22492,Dystopia,82,Platinum
TYE,4,3,2,20,79,1343.68,1901.56,NA,33097,Occultus,88,Platinum
TYF,6,4,1,25,33,2402.69,532.04,Westworld,0,,,
TYG,4,4,2,28,92,4681.22,2711.22,NA,8151,Chromatic,96,Diamond
TZB,5,2,2,9,56,1065.08,2420.67,NA,35423,S.W.A.T,100,Bronze
TZC,6,3,2,20,56,2974.18,502,NA,0,,,
TZD,2,3,2,19,101,2518.67,1595.33,NS,0,,,
TZE,3,3,2,15,90,1983.83,1600.08,NA,10739,The Next Level - Forge,85,Diamond
TZF,7,5,1,30,30,5959.79,173.68,NA,7818,The Box,100,Bronze
TZG,7,3,2,21,45,6037.32,2694.93,NA,0,,,
UAB,5,3,2,13,68,1173.08,2611.17,Westworld,0,,,
UAC,5,3,2,20,68,5268.33,560.67,NA,27312,SA Succession,100,Diamond
UAD,5,3,2,24,68,1188.43,1509.37,Westworld,7969,WIT-Premier,94,Diamond
UAE,2,4,2,26,118,4166.5,1474.35,Crypto,0,,,
UAF,7,4,1,29,26,6219.32,855.33,NA,39226,Samurai Uprising*,62,Silver
UAG,7,3,1,21,23,5951.01,3281.81,NA,0,,,
UBA,5,3,2,22,68,1746,657.33,NA,21665,Monarch Army of Light,97,Diamond
UBB,7,4,1,29,26,231.69,1401.28,NA,0,,,
UBC,5,3,2,18,68,5331.33,678,NA,0,,,
UBD,3,4,2,25,105,4551.34,1693.67,NA,5431,[Redacted],59,Platinum
UBE,5,2,2,7,56,5072.25,1330.54,NA,0,,,
UBF,7,3,1,17,23,6208.25,1414,NA,0,,,
UCA,5,3,2,15,68,1393,791,NA,10296,Retaliation,67,Platinum
UCB,7,3,1,16,23,32.75,1553.25,NA,8677,Mana,35,Platinum
UCC,5,5,2,30,90,5315.33,780,NA,0,,,
UCD,1,3,2,12,113,3815.33,1734.67,NA,0,,,
UCE,5,4,3,28,118,5194.89,2204.99,Crypto,937,Sport Club,101,Platinum
UCF,7,2,2,10,38,371.55,2650.02,Westworld,0,,,
UCG,4,1,2,5,53,1932.91,873.64,NA,14821,JFK - Future Killers,78,Diamond
UDA,5,3,2,17,68,895.34,1168.33,Westworld,0,,,
UDB,6,3,1,14,28,451.04,1537.33,JFK,42685,WarDogs Outpost,39,Platinum
UDC,5,3,1,16,34,3261.33,777.38,NA,15644,New Sith Order,85,Platinum
UDD,7,3,2,21,45,6221.33,1785.33,NA,0,,,
UDE,6,2,2,10,47,5567,1195,NA,16053,Asylum 2.0,45,Platinum
UDF,1,4,1,28,66,3797.89,2056.88,NA,0,,,
UDG,5,3,2,13,68,1023.67,927.41,NA,23188,Reign of Confusion,95,Unranked
UEA,5,2,2,9,56,972.34,1989.67,NA,0,,,
UEB,6,4,1,28,33,684.67,1632.33,JFK,0,,,
UEC,4,3,2,11,79,4041,825,NA,33007,HAKA,68,Platinum
UED,3,1,2,5,60,4347.33,1813.36,Crypto,16628,Chain Reaction,97,Diamond
UEE,5,1,2,5,45,1024.19,1543.67,NA,0,,,
UEF,1,3,3,12,169,2776.05,1766.5,NA,16282,Nuclear Winter,99,Diamond
UFA,5,3,2,19,68,870.67,2216.34,Westworld,13851,Nuclear Therapy,98,Platinum
UFB,4,2,2,7,66,1347.77,2172.52,NA,0,,,
UFC,4,4,3,25,138,3055.33,884.32,NA,0,,,
UFD,2,4,2,26,118,3959.33,1900,NA,9533,Natural Selection,100,Diamond
UFF,1,4,1,26,66,3026.19,1930.23,NA,0,,,
UFG,7,3,1,22,23,3893.6,93.53,NA,0,,,
UGA,5,2,1,9,28,862.33,2371.73,NA,0,,,
UGB,3,3,2,22,90,1779.5,2822.83,NA,36891,FLATLINE,88,Platinum
UGC,4,3,2,22,79,3625.86,927.67,NA,0,,,
UGD,3,4,2,29,105,4472.96,1943.17,Crypto,0,,,
UGE,2,2,2,10,84,2197.17,1364.75,NA,19,39th Street Killers,91,Diamond
UGF,7,3,1,23,23,213.08,766,Westworld,0,,,
UGG,7,3,1,21,23,4080.15,176.14,NA,0,,,
UHA,6,3,2,18,56,621,2699,NA,0,,,
UHB,3,3,2,15,90,1691.84,2453.74,NA,20465,SMTH - Phoenix Nirvana,100,Diamond
UHC,4,2,2,6,66,4774.67,933,NA,0,,,
UHD,1,2,2,9,94,3682.33,1972.29,NA,0,,,
UHE,3,3,2,19,90,1667.74,1220,NA,12863,WTF Healers,95,Gold
UHF,6,2,1,9,23,537.67,719,NA,11214,Pennywise Clown Plague,38,Bronze
UIA,6,3,2,19,56,436.67,2921,Westworld,27554,Luscious Healers,64,Silver
UIB,3,3,2,13,90,1914.25,2238.17,Westworld,0,,,
UIC,6,3,2,12,56,5575.67,999.67,NA,13665,PT-Penguins,86,Diamond
UID,3,2,2,11,75,1959.67,2057.33,NA,8867,Monarch Chrysalis,93,Diamond
UIE,4,2,2,6,66,1341.17,1668.75,NA,0,,,
UIF,6,3,2,23,56,790,916.34,NA,8500,Extinction,100,Platinum
UJA,7,3,2,19,45,180.62,3005.25,NA,20501,Unity,88,Bronze
UJB,5,3,2,15,68,1965.67,744.17,NA,0,,,
UJC,5,3,2,23,68,5287,1061.33,NA,0,,,
UJD,2,3,2,20,101,4043,2150.67,Crypto,9533,Natural Selection,100,Diamond
UJE,2,3,2,16,101,2583.42,1404.5,NA,0,,,
UJF,4,3,2,21,79,2112.53,968.44,NA,0,,,
UKA,7,2,2,8,38,118.38,2421.33,NA,0,,,
UKB,5,2,2,10,56,1129.78,2029.96,NA,8468,Bloodbath and Beyond,93,Diamond
UKC,3,4,2,24,105,4077.33,1118.33,Crypto,0,,,
UKD,4,3,2,18,79,5040,2222.38,Crypto,0,,,
UKE,2,3,2,12,101,4093.35,1540.08,Crypto,7049,39th Street Healers,96,Platinum
UKF,7,3,3,12,68,16.67,2917.66,NA,0,,,
ULA,7,3,1,23,23,186.26,2484.57,NA,0,,,
ULB,6,2,1,6,23,669.67,2965.33,NA,0,,,
ULC,4,4,2,26,92,1433.67,1172.33,Westworld,12645,NPO - Endurance,97,Gold
ULD,3,2,2,8,75,4274,2306,Crypto,0,,,
ULE,4,2,2,11,66,3481.45,823.99,NA,15644,New Sith Order,85,Platinum
ULF,6,3,3,14,84,571.79,3080.25,Westworld,36134,SMTH - Silver Hand,93,Platinum
UMA,7,3,1,19,23,384.58,1865.17,NA,37786,Halos Momentum,71,Platinum
UMB,7,3,2,11,45,109.55,3064.05,NA,0,,,
UMC,5,3,2,17,68,5183.33,1171.67,NA,33458,SA House of Mischief,98,Platinum
UMD,2,3,2,14,101,4238.67,2390,Crypto,8938,Arcadia,90,Diamond
UME,4,3,2,12,79,4870.67,814.13,NA,0,,,
UMF,4,3,2,17,79,1321.67,2877.33,NA,16335,SMTH - November Chopin,97,Diamond
UNB,7,3,1,19,23,312.51,2160.48,NA,48640,Phoenix Ascent,46,Gold
UNC,5,2,2,10,56,1141.45,3109.84,NA,0,,,
UND,3,3,2,16,90,3192,1210.33,NA,0,,,
UNE,2,3,2,22,101,4032.66,2666,NA,6974,Onion Smugglers,98,Platinum
UNF,7,4,1,28,26,4579.08,62.5,NA,0,,,
UNG,5,2,2,11,56,1074.9,3214.21,NA,0,,,
UOB,7,2,1,6,19,13.55,1879,NA,0,,,
UOC,4,3,2,12,79,1345.33,3221.67,Westworld,14760,Dopeheads on Mopeds,69,Silver
UOD,3,3,2,24,90,3511.8,1242.68,NA,0,,,
UOE,7,3,2,15,45,6092.33,1503.67,NA,0,,,
UOF,7,2,1,7,19,5952.55,12.05,NA,7818,The Box,100,Bronze
UOG,6,2,3,9,70,719.5,2644.49,Westworld,0,,,
UPB,7,2,2,9,38,370.83,2693.67,Westworld,0,,,
UPC,4,2,2,8,66,1335.4,3039.75,NA,14760,Dopeheads on Mopeds,69,Silver
UPD,7,4,2,27,53,5886.33,1249.65,NA,16247,Capacity X,60,Platinum
UPE,6,3,2,15,56,1986.17,377.08,Westworld,0,,,
UPF,1,4,1,28,66,2755.17,2903.42,NA,0,,,
UPG,1,5,3,30,225,2568.97,2479.89,NA,0,,,
UQB,5,3,2,15,68,825.98,2828.67,NA,9745,Emergency Room,84,Gold
UQC,1,3,2,16,113,3059,2041.09,NA,0,,,
UQD,5,3,2,12,68,5229.33,1271.33,NA,946,PT-IronHearts,97,Platinum
UQE,6,2,2,10,47,2541.42,530.83,NS,14365,JFK 2.1,100,Diamond
UQF,7,4,1,26,26,49.66,884.33,NA,0,,,
UQG,4,1,2,5,53,1507,2535.58,NA,7282,Luscious Dreams,65,Platinum
URB,6,1,1,6,19,635.83,3145.08,NA,0,,,
URC,1,3,2,24,113,2737.28,1912.2,NA,0,,,
URD,5,3,2,20,68,5264,1323.33,NA,0,,,
URE,5,5,2,30,90,1064,1332.67,Crypto,16040,Winter is Coming,83,Platinum
URF,7,3,1,18,23,3081.95,219.14,NA,28073,Shiny Hoard Avian Team,69,Platinum
URG,6,1,2,5,38,637.22,2810.55,NA,0,,,
USB,6,2,2,6,47,770.67,2386.69,NA,0,,,
USC,1,3,2,11,113,3121.33,2874.33,NA,27223,Stompers,97,Diamond
USD,2,3,2,20,101,3463.33,1339,NA,0,,,
USE,6,3,2,13,56,4448.83,384.21,NA,0,,,
USF,7,4,1,27,26,3627.87,105.7,NA,1117,Ascension,51,Platinum
USG,4,2,2,7,66,3257.28,991.45,NA,0,,,
UTB,6,3,2,23,56,734.67,1216.67,NA,0,,,
UTC,1,3,2,12,113,3278.81,2756.83,NS,13784,WarBirds,77,Diamond
UTD,6,4,2,25,66,5822.37,1425.99,NA,16247,Capacity X,60,Platinum
UTE,6,2,2,6,47,5636.65,782.99,NA,0,,,
UTF,6,3,1,16,28,4229.54,362.06,NA,0,,,
UTG,6,3,2,20,56,5698.33,2882.67,NA,0,,,
UUB,7,3,2,12,45,177.17,602.67,NA,6895,Iron Rose Cartel,73,Gold
UUC,1,3,2,16,113,3116.33,3205.91,NA,0,,,
UUD,2,3,2,21,101,3200,1422.33,NS,40992,Medic!!,97,Diamond
UUE,5,3,2,21,68,1078.79,1042.75,NA,23188,Reign of Confusion,95,Unranked
UUF,6,2,2,8,47,2195.67,266,NA,0,,,
UUG,6,3,1,18,28,5669.35,2922.79,NA,38761,Shadow Healers,70,Bronze
UVB,6,4,2,28,66,460.33,466.7,NA,10140,In Memory of the Fallen,81,Platinum
UVC,7,3,2,23,45,2068.88,54.7,NA,0,,,
UVD,4,4,2,29,92,1426.33,1482,Westworld,0,,,
UVE,1,2,2,6,94,2500,1773.67,NA,12094,Nuclear Fusion,79,Diamond
UVF,7,4,1,27,26,5557.82,122.56,NA,2736,Itsi Bitsi Bikini,94,Platinum
UVG,3,4,2,26,105,4418.67,2615.24,NA,0,,,
UWB,7,2,1,7,19,63,944.33,NA,0,,,
UWC,7,2,2,8,38,2020,169.67,Westworld,16503,The Four Twenty C-K-A,101,Bronze
UWD,6,3,2,23,56,5822.45,1592.09,NA,0,,,
UWE,2,4,2,28,118,2301.16,2195.08,NA,0,,,
UWF,6,3,1,24,28,2083.12,431.96,Westworld,21234,Underground Nation,80,Platinum
UWG,2,2,2,9,84,4157.33,2691,NA,0,,,
UXB,5,3,2,17,68,983.07,3023,NA,0,,,
UXC,6,4,1,25,33,2585.96,345.42,NA,14365,JFK 2.1,100,Diamond
UXD,2,3,2,14,101,2531,1514,NS,9357,AQUA-Neptune,84,Diamond
UXE,4,4,3,25,138,1543.16,1990.5,NA,0,,,
UXF,5,3,1,17,34,1084.26,678.76,NA,0,,,
UXG,4,1,2,5,53,4697,2530.89,NA,9517,OverWatch,79,Platinum
UYB,5,2,2,7,56,896,2563,NA,39549,Good Guys,50,Gold
UYC,6,3,2,17,56,4232.41,433.49,NA,0,,,
UYD,7,4,2,29,53,6201.67,1692.5,NA,10856,REK II,94,Gold
UYE,4,3,2,16,79,1438.5,1869.58,NA,33097,Occultus,88,Platinum
UYF,6,4,1,24,33,2228.17,404.8,NA,0,,,
UYG,4,4,2,26,92,4705.81,2590.78,NA,9517,OverWatch,79,Platinum
UZB,5,3,2,17,68,1013.33,2427.17,NA,35423,S.W.A.T,100,Bronze
UZC,6,3,2,14,56,3590.33,498.33,NA,15655,Ravage,97,Platinum
UZD,1,2,1,8,47,3696,1603.31,NA,0,,,
UZE,2,4,2,27,118,2067.75,1580.41,NA,15120,Wolf Pack Next Generation,92,Gold
UZF,7,4,1,24,26,5841.33,207.33,NA,7818,The Box,100,Bronze
UZG,7,4,2,28,53,6100.09,2684.75,NA,0,,,
VAB,5,3,2,18,68,1185.42,2540.67,NA,0,,,
VAC,5,1,2,6,45,5303.33,568.67,NA,8285,Get Stuffed,89,Unranked
VAD,5,3,2,17,68,1021.99,1664.62,Westworld,9201,Destination Unknown,74,Gold
VAE,2,2,2,8,84,4090.71,1563.75,Crypto,0,,,
VAF,7,5,1,30,30,6174.97,898.24,NA,48140,The Revenant Reserve,68,Silver
VAG,7,4,1,29,26,6206,3104.34,NA,0,,,
VBA,5,3,2,23,68,1261,687.88,NA,8766,FLUX,100,Bronze
VBB,7,4,2,29,53,132.85,1371.5,NA,0,,,
VBC,5,4,2,24,79,2956.33,664.71,NA,0,,,
VBD,2,2,2,10,84,2126.33,1680,NA,10739,The Next Level - Forge,85,Diamond
VBE,5,3,2,15,68,5057.67,1353.64,NA,0,,,
VBF,7,4,1,28,26,6116.46,1443.9,NA,0,,,
VBG,3,3,1,13,45,4463.92,2948.71,NA,0,,,
VCA,5,3,2,12,68,1182.67,803.66,NA,8766,FLUX,100,Bronze
VCB,7,4,1,28,26,68,1610.92,NA,8677,Mana,35,Platinum
VCC,5,3,2,22,68,3001,750.64,NA,0,,,
VCD,3,2,2,8,75,4556,1727,NA,0,,,
VCE,4,4,2,24,92,1222.5,1363.92,Westworld,30009,White Rabbits,97,Platinum
VCF,6,3,2,15,56,562.42,2736.75,Westworld,0,,,
VCG,4,3,2,13,79,1916.78,881.78,NA,14821,JFK - Future Killers,78,Diamond
VDA,6,3,2,16,56,688.33,1178.39,NA,0,,,
VDB,6,3,1,16,28,488.71,1535.54,JFK,42685,WarDogs Outpost,39,Platinum
VDC,6,3,2,20,56,5538.33,790.33,NA,15256,Defenestration,14,Platinum
VDD,7,3,2,17,45,5960.65,1801.67,NA,0,,,
VDE,6,2,2,6,47,5592.29,1226.36,NA,16053,Asylum 2.0,45,Platinum
VDF,1,4,3,28,197,3669.08,2050.66,NA,11581,Natural Selection III,94,Diamond
VDG,5,2,2,7,56,995.17,934.25,NA,8766,FLUX,100,Bronze
VEA,5,3,2,12,68,1024.33,2004.33,NA,0,,,
VEB,6,4,1,27,33,598.5,1572.42,NA,0,,,
VEC,4,2,2,7,66,3055,815.91,NA,9674,Smells like Sex,56,Platinum
VED,3,1,2,5,60,4357.67,1815.27,Crypto,16628,Chain Reaction,97,Diamond
VEE,5,3,2,13,68,995.5,1556.5,Westworld,0,,,
VEF,1,3,3,18,169,2752.66,1604.39,NA,16282,Nuclear Winter,99,Diamond
VFA,5,3,2,19,68,915.51,2219.67,Westworld,13851,Nuclear Therapy,98,Platinum
VFB,4,3,2,18,79,1416.08,2213.58,NA,0,,,
VFC,4,3,2,23,79,2967.71,878.67,NA,0,,,
VFD,3,3,3,23,135,4563.41,1916,Crypto,9689,Deja,87,Platinum
VFE,1,3,2,16,113,2527.62,2011.67,NA,0,,,
VFF,1,3,1,17,56,3175.52,2133.5,NA,0,,,
VFG,7,3,1,23,23,3770.5,55.22,NA,0,,,
VGA,5,3,1,17,34,811.33,2383,NA,0,,,
VGB,3,4,2,28,105,1889.67,2819.17,Westworld,36891,FLATLINE,88,Platinum
VGC,5,3,2,12,68,5067.94,915.33,NA,0,,,
VGD,3,4,2,29,105,4634.37,2003.33,NA,0,,,
VGE,3,4,2,25,105,2144.15,1257.88,NA,29865,WTF Ducks,97,Platinum
VGF,7,4,1,27,26,251.85,765.83,NA,0,,,
VGG,6,3,1,19,28,4113.79,280.39,NA,0,,,
VHA,4,3,2,13,79,1442.33,2697,NA,0,,,
VHB,4,3,2,22,79,1578.82,2404.42,NA,30820,Wolverines Resurrected,90,Platinum
VHC,4,2,2,8,66,4799.33,949,NA,0,,,
VHD,3,3,2,16,90,4406.67,2005.33,Crypto,0,,,
VHE,3,3,2,12,90,1729.25,1197.67,NA,26885,NPO - Valour,96,Bronze
VHF,6,3,1,19,28,537.67,783.67,NA,11214,Pennywise Clown Plague,38,Bronze
VIA,7,3,2,17,45,133.83,2904.21,NA,30584,Disorderly Conduct,28,Platinum
VIB,3,3,2,23,90,1894.5,2193.33,Westworld,0,,,
VIC,7,4,1,26,26,6035.9,1025.51,NA,46708,The Revenant,95,Gold
VID,5,4,2,29,79,5249.33,2105.67,NA,937,Sport Club,101,Platinum
VIE,4,1,2,6,53,1402.33,1677.31,NA,0,,,
VIF,6,4,2,28,66,740.67,988.95,NA,8500,Extinction,100,Platinum
VJA,7,1,2,5,30,192.73,3014.46,NA,20501,Unity,88,Bronze
VJB,5,2,2,6,56,2035.25,780.15,NA,0,,,
VJC,5,3,2,16,68,5154,1054.33,NA,0,,,
VJD,3,3,2,12,90,1601,2142.33,NA,10174,AQUA-Poseidon,95,Diamond
VJE,3,3,2,18,90,2679.35,1257.08,NA,0,,,
VKA,7,3,2,14,45,196.89,2392.44,NA,0,,,
VKB,5,2,2,6,56,1171.58,2024.55,NA,0,,,
VKC,4,2,2,8,66,1657.45,1049.67,NA,0,,,
VKD,3,3,2,15,90,1636.67,2226.34,NA,0,,,
VKE,2,4,2,24,118,3966.42,1444.03,NA,7049,39th Street Healers,96,Platinum
VKF,7,2,3,11,56,52.05,2936.27,NA,0,,,
VLA,7,3,1,24,23,154.32,2674.13,NA,0,,,
VLB,6,2,2,6,47,669,3000.33,NA,0,,,
VLC,6,3,2,17,56,5820.95,1140.97,NA,40420,Too Sober for this Shit,99,Platinum
VLD,3,2,2,10,75,4360.33,2322.67,Crypto,0,,,
VLE,6,3,2,19,56,2800.34,464.75,NA,35776,IA Black,50,Platinum
VLF,6,3,3,15,84,591.17,3058.47,Westworld,36134,SMTH - Silver Hand,93,Platinum
VMA,6,1,1,5,19,404.5,1813.53,NA,37786,Halos Momentum,71,Platinum
VMB,7,3,1,11,23,153.89,3084.11,NA,0,,,
VMC,6,2,2,9,47,5673,1172.33,NA,36274,Violent Resolution II,99,Platinum
VMD,5,2,2,8,56,5239.67,2396,NA,37450,Wargasm-DNA,53,Silver
VME,4,4,2,26,92,4659.38,850.43,NA,0,,,
VMF,4,3,3,13,118,1384.58,2847.54,NA,16335,SMTH - November Chopin,97,Diamond
VNB,7,4,1,26,26,284.17,2077.58,NA,8255,Requiem,61,Gold
VNC,5,3,1,17,34,1099.57,3096.67,NA,0,,,
VND,6,2,2,7,47,5768.67,1212.29,NA,0,,,
VNE,2,3,2,17,101,4079.67,2688.33,NA,6974,Onion Smugglers,98,Platinum
VNF,7,4,1,29,26,4681.58,60.67,NA,48112,Triple X,22,Silver
VNG,5,2,2,9,56,1150.04,3156.75,NA,0,,,
VOB,7,5,1,30,30,75.67,2037,NA,0,,,
VOC,4,3,2,20,79,1308.67,3256.29,Westworld,14760,Dopeheads on Mopeds,69,Silver
VOD,3,1,1,5,30,3561.33,1208.94,NA,0,,,
VOE,3,4,2,25,105,4356.56,1695.45,NA,0,,,
VOF,7,2,1,6,19,5995.78,13.61,NA,7818,The Box,100,Bronze
VOG,5,3,3,15,101,927.32,2651.41,Westworld,0,,,
VPB,6,1,2,6,38,416.5,2740.3,Westworld,0,,,
VPC,4,3,2,15,79,1360.42,3053.67,NA,27902,SMTH - Concord,95,Platinum
VPD,5,3,2,19,68,5350.21,1256.3,NA,41768,Aces Elite,92,Platinum
VPE,6,4,2,25,66,1981,463.3,NA,0,,,
VPF,1,3,1,12,56,3397.84,3075.18,NA,0,,,
VPG,1,2,3,9,141,3473.31,3011.19,NA,35507,The Nest,79,Gold
VQB,5,3,2,22,68,804.41,2843.67,NA,9745,Emergency Room,84,Gold
VQC,1,4,2,25,131,3081.33,2122.84,NA,0,,,
VQD,4,4,2,26,92,1427,1294,NA,30009,White Rabbits,97,Platinum
VQE,6,3,2,17,56,2563,527.56,NS,25874,Imminent Apocalypse,96,Unranked
VQF,7,4,1,24,26,125.02,806.23,NA,0,,,
VQG,4,1,2,5,53,1503,2523.32,NA,7282,Luscious Dreams,65,Platinum
VRB,6,3,2,22,56,549.29,2953.38,NA,11796,SMTH - Bright Summit,90,Diamond
VRC,1,1,2,6,75,3574.28,2254.78,NA,0,,,
VRD,6,2,2,7,47,5686.33,1303.33,NA,0,,,
VRE,6,3,2,22,56,799.92,1442.67,NS,2095,SMTH - Healing Pulse,69,Silver
VRF,7,3,1,13,23,3131.19,225.2,Westworld,28073,Shiny Hoard Avian Team,69,Platinum
VRG,6,1,2,5,38,648.33,2810.45,NA,0,,,
VSB,5,2,2,8,56,1121.17,2283.13,NA,0,,,
VSC,1,2,2,10,94,3157.98,2883.59,NA,13784,WarBirds,77,Diamond
VSD,4,4,2,24,92,1416.67,1361,Crypto,0,,,
VSE,6,2,2,10,47,4515.38,360.62,NA,0,,,
VSF,7,4,1,26,26,3514.11,242.4,NA,1117,Ascension,51,Platinum
VSG,4,2,3,10,98,3217.45,987.79,NA,0,,,
VTB,6,3,2,13,56,693.22,1243.67,Westworld,0,,,
VTC,1,3,3,18,169,3306.67,2791.58,NA,13784,WarBirds,77,Diamond
VTD,7,4,2,25,53,5939.18,1520.78,NA,16247,Capacity X,60,Platinum
VTE,6,3,2,13,56,5689.33,927.17,NA,0,,,
VTF,6,5,1,30,38,4376.69,446.42,NA,0,,,
VTG,5,4,2,27,79,5444,2885.33,NA,0,,,
VUB,7,4,2,26,53,144.11,539.01,NA,6895,Iron Rose Cartel,73,Gold
VUC,1,3,2,21,113,3145.67,3191.33,NA,0,,,
VUD,2,4,2,28,118,4083,1462,Crypto,7049,39th Street Healers,96,Platinum
VUE,5,3,2,21,68,1169.67,1048.13,NA,23188,Reign of Confusion,95,Unranked
VUF,6,1,2,6,38,2211.67,269.67,NA,0,,,
VUG,6,3,1,16,28,5719.8,2890.46,NA,38761,Shadow Healers,70,Bronze
VVB,7,3,1,18,23,109.92,307.63,NA,18597,The Collective Resistance,94,Bronze
VVC,7,4,2,25,53,2455.22,252.43,NA,0,,,
VVD,2,3,2,13,101,3280.72,1468.33,NS,0,,,
VVE,1,2,2,7,94,2489,1806.33,NA,12094,Nuclear Fusion,79,Diamond
VVF,7,4,1,28,26,5548.87,66.9,NA,2736,Itsi Bitsi Bikini,94,Platinum
VVG,4,5,2,30,105,4780.75,2602.27,NA,0,,,
VWB,7,3,1,22,23,27.5,966.27,NA,0,,,
VWC,7,1,2,5,30,2039.33,174.66,NA,16503,The Four Twenty C-K-A,101,Bronze
VWD,6,3,2,20,56,5789.29,1515.03,NA,0,,,
VWE,2,2,2,7,84,2228.75,2226.53,NA,0,,,
VWF,5,3,1,16,34,1979.56,706.42,NA,8076,Order Through Chaos,93,Diamond
VWG,4,2,2,9,66,4955,2685,NA,0,,,
VXC,6,4,2,29,66,2642.08,440.44,NA,35776,IA Black,50,Platinum
VXD,3,4,2,27,105,4377,1560.67,NA,6731,The Next Level,95,Diamond
VXE,4,5,2,30,105,1435.67,1927.33,NA,0,,,
VXF,5,4,1,24,39,960.85,718.23,NA,0,,,
VXG,4,1,2,5,53,4710,2530.33,NA,9517,OverWatch,79,Platinum
VYB,5,2,2,7,56,874.33,2563.33,NA,39549,Good Guys,50,Gold
VYC,6,2,1,8,23,5209.33,403,NA,0,,,
